epi_week_year,start,end,actual,ang mo kio,bedok,bishan,boon lay,bukit batok,bukit merah,bukit panjang,bukit timah,changi,choa chu kang,city,clementi,geylang,hougang,jurong east,jurong island,jurong west,kallang,lim chu kang,mandai,marine parade,novena,pasir ris,paya lebar,punggol,queenstown,seletar,sembawang,sengkang,sentosa,serangoon,sungei kadut,tampines,tanglin,tengah,toa payoh,tuas,woodlands,yishun
2016-W35,28/8/2016,3/9/2016,29/8/2016,21,71,3,0,4,1,15,1,0,9,25,16,25,4,0,0,10,14,0,0,22,2,34,2,0,8,6,0,0,0,6,0,92,0,0,2,0,0,24
2016-W36,4/9/2016,10/9/2016,5/9/2016,0,102,0,0,4,1,14,1,0,12,31,13,27,6,0,0,21,16,0,0,32,0,40,3,2,10,12,2,0,0,10,0,7,1,0,6,0,2,32
2016-W37,11/9/2016,17/9/2016,13/9/2016,0,122,4,0,2,2,19,4,0,12,42,14,44,0,0,0,25,17,0,0,34,2,53,0,0,2,2,0,2,0,10,0,10,5,0,8,0,6,36
2016-W38,18/9/2016,24/9/2016,19/9/2016,0,132,0,0,0,2,25,4,0,8,2,14,29,7,0,0,14,11,0,0,19,1,5,0,0,0,7,0,0,0,8,0,16,0,0,0,0,0,50
2016-W39,25/9/2016,1/10/2016,26/9/2016,2,66,0,0,0,2,25,6,0,9,2,18,27,5,0,0,3,14,0,0,21,1,8,0,2,0,4,0,2,0,9,0,0,0,0,0,0,2,58
2016-W40,2/10/2016,8/10/2016,3/10/2016,0,72,0,0,0,0,15,3,0,2,2,0,29,0,0,0,8,17,0,0,23,0,8,0,0,0,0,0,0,0,11,0,0,1,0,0,0,4,61
2016-W41,9/10/2016,15/10/2016,10/10/2016,0,36,0,0,0,0,18,4,2,4,2,0,33,2,0,0,2,15,0,0,13,2,15,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,69
2016-W42,16/10/2016,22/10/2016,17/10/2016,3,32,0,0,0,0,0,0,1,2,2,0,21,8,0,0,3,6,0,0,12,0,16,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,72
2016-W43,23/10/2016,29/10/2016,24/10/2016,0,13,0,0,3,0,3,0,2,0,0,0,7,0,0,0,0,7,0,0,5,0,15,0,4,0,0,2,0,0,0,0,0,0,0,0,0,5,77
2016-W44,30/10/2016,5/11/2016,31/10/2016,0,4,0,0,4,0,0,0,0,0,0,0,8,3,0,0,0,13,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,80
2016-W45,6/11/2016,12/11/2016,7/11/2016,0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,1,22,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,82
2016-W46,13/11/2016,19/11/2016,14/11/2016,0,2,2,0,0,0,0,0,4,0,1,0,0,6,0,0,0,8,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,5,0,2,0,0,83
2016-W47,20/11/2016,26/11/2016,21/11/2016,0,4,0,0,0,0,0,0,0,0,0,0,0,9,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2016-W48,27/11/2016,3/12/2016,28/11/2016,3,4,0,0,0,0,0,0,1,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
2016-W49,4/12/2016,10/12/2016,5/12/2016,4,8,0,0,4,0,7,1,3,0,0,0,3,9,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2016-W50,11/12/2016,17/12/2016,12/12/2016,4,0,0,0,2,0,11,1,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,3
2016-W51,18/12/2016,24/12/2016,19/12/2016,7,0,0,0,0,0,14,0,0,0,0,0,0,19,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2016-W52,25/12/2016,31/12/2016,27/12/2016,3,0,0,0,0,0,24,0,0,0,0,0,2,20,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
2017-W01,1/1/2017,7/1/2017,3/1/2017,4,0,0,0,0,0,31,0,0,0,2,0,0,14,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2017-W02,8/1/2017,14/1/2017,9/1/2017,6,0,0,0,0,0,31,0,0,2,2,0,4,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0
2017-W03,15/1/2017,21/1/2017,16/1/2017,9,0,0,0,0,0,0,0,0,0,5,0,0,8,2,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
2017-W04,22/1/2017,28/1/2017,23/1/2017,14,0,0,0,2,0,0,0,0,2,4,0,0,11,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
2017-W05,29/1/2017,4/2/2017,31/1/2017,2,0,0,0,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,27,0,0,4,0,2,0
2017-W06,5/2/2017,11/2/2017,6/2/2017,0,0,0,0,2,0,0,0,0,2,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,2,0,2,0,0,0
2017-W07,12/2/2017,18/2/2017,13/2/2017,0,2,0,0,3,2,0,0,0,2,7,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,3,24,0,0,0,0,0,0
2017-W08,19/2/2017,25/2/2017,20/2/2017,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,23,0,0,5,0,0,2
2017-W09,26/2/2017,4/3/2017,27/2/2017,0,3,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,7,0,0,4,0,0,2
2017-W10,5/3/2017,11/3/2017,7/3/2017,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0
2017-W11,12/3/2017,18/3/2017,13/3/2017,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,7,0,0,0
2017-W12,19/3/2017,25/3/2017,20/3/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-W13,26/3/2017,1/4/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-W14,2/4/2017,8/4/2017,3/4/2017,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2017-W15,9/4/2017,15/4/2017,10/4/2017,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,2
2017-W16,16/4/2017,22/4/2017,17/4/2017,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
2017-W17,23/4/2017,29/4/2017,24/4/2017,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
2017-W18,30/4/2017,6/5/2017,2/5/2017,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2017-W19,7/5/2017,13/5/2017,8/5/2017,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-W20,14/5/2017,20/5/2017,15/5/2017,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2017-W21,21/5/2017,27/5/2017,22/5/2017,0,7,0,0,2,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
2017-W22,28/5/2017,3/6/2017,29/5/2017,0,11,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
2017-W23,4/6/2017,10/6/2017,5/6/2017,0,14,0,0,0,0,0,0,0,4,2,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2
2017-W24,11/6/2017,17/6/2017,12/6/2017,0,0,0,0,0,0,0,0,0,5,1,0,0,2,18,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0
2017-W25,18/6/2017,24/6/2017,19/6/2017,0,8,0,0,0,0,0,0,0,7,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0
2017-W26,25/6/2017,1/7/2017,28/6/2017,0,11,0,0,0,0,0,0,0,8,0,0,0,10,2,0,12,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,4,0
2017-W27,2/7/2017,8/7/2017,3/7/2017,0,14,0,0,0,2,0,0,0,9,0,0,0,2,2,0,14,1,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,5,0
2017-W28,9/7/2017,15/7/2017,10/7/2017,0,16,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,3,0,0,0,0,2,0,2,0,0,0,0,9,0
2017-W29,16/7/2017,22/7/2017,17/7/2017,0,24,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-W30,23/7/2017,29/7/2017,24/7/2017,0,25,0,0,2,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2017-W31,30/7/2017,5/8/2017,31/7/2017,2,26,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2017-W32,6/8/2017,12/8/2017,10/8/2017,0,2,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,9,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,3,0
2017-W33,13/8/2017,19/8/2017,14/8/2017,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,1,0,2,0,0,0,0,1,0,0,5,0,0,0,0,0,0,4,0
2017-W34,20/8/2017,26/8/2017,21/8/2017,2,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,13,0,0,2,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
2017-W35,27/8/2017,2/9/2017,29/8/2017,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
2017-W36,3/9/2017,9/9/2017,4/9/2017,0,4,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,17,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,2,0
2017-W37,10/9/2017,16/9/2017,11/9/2017,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,2,0
2017-W38,17/9/2017,23/9/2017,18/9/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-W39,24/9/2017,30/9/2017,25/9/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-W40,1/10/2017,7/10/2017,2/10/2017,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-W41,8/10/2017,14/10/2017,9/10/2017,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2017-W42,15/10/2017,21/10/2017,16/10/2017,0,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,0
2017-W43,22/10/2017,28/10/2017,23/10/2017,0,34,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-W44,29/10/2017,4/11/2017,30/10/2017,0,42,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-W45,5/11/2017,11/11/2017,6/11/2017,2,48,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2017-W46,12/11/2017,18/11/2017,14/11/2017,0,47,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
2017-W47,19/11/2017,25/11/2017,20/11/2017,0,53,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2017-W48,26/11/2017,2/12/2017,27/11/2017,0,54,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0
2017-W49,3/12/2017,9/12/2017,4/12/2017,0,57,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-W50,10/12/2017,16/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-W51,17/12/2017,23/12/2017,18/12/2017,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0
2017-W52,24/12/2017,30/12/2017,26/12/2017,0,6,0,0,0,0,0,0,0,6,3,0,0,2,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,3,0,0,0
2018-W01,31/12/2017,6/1/2018,2/1/2018,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,6,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0
2018-W02,7/1/2018,13/1/2018,11/1/2018,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,73,0,0,2,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
2018-W03,14/1/2018,20/1/2018,15/1/2018,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,81,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2018-W04,21/1/2018,27/1/2018,22/1/2018,0,0,0,0,2,0,3,0,0,0,0,0,0,7,0,0,0,91,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2018-W05,28/1/2018,3/2/2018,29/1/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4
2018-W06,4/2/2018,10/2/2018,5/2/2018,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
2018-W07,11/2/2018,17/2/2018,12/2/2018,0,12,0,0,0,0,4,0,0,0,0,0,3,11,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
2018-W08,18/2/2018,24/2/2018,19/2/2018,0,13,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2018-W09,25/2/2018,3/3/2018,26/2/2018,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-W10,4/3/2018,10/3/2018,5/3/2018,0,0,0,0,3,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-W11,11/3/2018,17/3/2018,12/3/2018,0,2,0,0,4,0,17,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2018-W12,18/3/2018,24/3/2018,20/3/2018,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2018-W13,25/3/2018,31/3/2018,26/3/2018,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2018-W14,1/4/2018,7/4/2018,2/4/2018,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-W15,8/4/2018,14/4/2018,9/4/2018,0,33,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
2018-W16,15/4/2018,21/4/2018,16/4/2018,0,18,0,0,0,2,5,0,0,0,0,0,0,0,0,0,10,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2018-W17,22/4/2018,28/4/2018,23/4/2018,0,24,0,0,0,3,6,0,0,0,0,0,3,0,0,0,20,5,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-W18,29/4/2018,5/5/2018,30/4/2018,0,27,0,0,0,0,15,0,0,0,0,0,0,0,0,0,41,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2018-W19,6/5/2018,12/5/2018,7/5/2018,0,37,0,0,0,0,19,0,0,0,0,0,0,0,0,0,65,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-W20,13/5/2018,19/5/2018,14/5/2018,0,46,0,0,3,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-W21,20/5/2018,26/5/2018,21/5/2018,0,50,0,0,0,0,5,0,0,0,0,0,0,0,0,0,84,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2018-W22,27/5/2018,2/6/2018,28/5/2018,0,61,0,0,0,0,5,2,0,0,0,0,3,0,1,0,92,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2018-W23,3/6/2018,9/6/2018,4/6/2018,0,63,0,0,2,4,0,2,0,0,4,0,0,0,0,0,92,0,0,0,6,2,2,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2
2018-W24,10/6/2018,16/6/2018,11/6/2018,0,66,2,0,0,6,2,0,0,0,4,0,0,0,0,0,3,0,0,0,4,9,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0
2018-W25,17/6/2018,23/6/2018,18/6/2018,0,2,0,2,0,6,6,0,0,0,0,0,2,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0
2018-W26,24/6/2018,30/6/2018,25/6/2018,0,0,0,2,0,8,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,10,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0
2018-W27,1/7/2018,7/7/2018,2/7/2018,0,1,0,0,0,0,0,0,0,0,3,2,6,0,1,0,4,0,0,0,5,0,0,0,10,4,0,0,0,0,1,0,3,0,0,0,0,0,0
2018-W28,8/7/2018,14/7/2018,9/7/2018,2,4,0,0,0,2,0,0,0,3,0,0,5,0,0,0,4,0,0,0,4,2,0,0,15,0,1,0,1,0,1,0,3,0,0,0,0,0,0
2018-W29,15/7/2018,21/7/2018,16/7/2018,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2018-W30,22/7/2018,28/7/2018,23/7/2018,2,0,0,0,0,6,3,0,0,0,0,0,7,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-W31,29/7/2018,4/8/2018,30/7/2018,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,2,2
2018-W32,5/8/2018,11/8/2018,6/8/2018,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,2,6
2018-W33,12/8/2018,18/8/2018,13/8/2018,0,0,0,0,0,6,0,3,0,0,0,0,1,0,2,0,0,0,0,0,7,4,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,3,7
2018-W34,19/8/2018,25/8/2018,20/8/2018,0,4,0,0,0,6,0,0,0,4,0,0,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,10
2018-W35,26/8/2018,1/9/2018,27/8/2018,0,5,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,9,0,0,0,0,4,0,0,2,0,3,24
2018-W36,2/9/2018,8/9/2018,3/9/2018,3,2,0,0,2,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,37
2018-W37,9/9/2018,15/9/2018,10/9/2018,5,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,52
2018-W38,16/9/2018,22/9/2018,17/9/2018,0,0,6,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,1,0,0,0,0,3,63
2018-W39,23/9/2018,29/9/2018,25/9/2018,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,6,72
2018-W40,30/9/2018,6/10/2018,1/10/2018,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,55
2018-W41,7/10/2018,13/10/2018,8/10/2018,5,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6
2018-W42,14/10/2018,20/10/2018,15/10/2018,3,4,2,0,5,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,4
2018-W43,21/10/2018,27/10/2018,22/10/2018,4,11,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0
2018-W44,28/10/2018,3/11/2018,29/10/2018,8,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,4,0,0,3,2,1,0,0,0,0,0,0,0,1,0,9,2
2018-W45,4/11/2018,10/11/2018,5/11/2018,0,29,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,15,0,5,0,0,2,3,0,0,0,0,0,0,1,0,3,0,14,0
2018-W46,11/11/2018,17/11/2018,16/11/2018,0,37,6,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,2,0,0,0,0,0,0,0,2,3,0,0,0,30,0
2018-W47,18/11/2018,24/11/2018,19/11/2018,0,37,6,0,6,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,0,2,0,0,0,0,0,0,0,5,3,0,0,0,31,0
2018-W48,25/11/2018,1/12/2018,26/11/2018,0,46,0,0,11,2,0,30,0,0,0,0,0,2,0,0,4,0,0,0,17,0,7,0,2,0,0,0,0,0,0,0,7,1,0,0,0,35,0
2018-W49,2/12/2018,8/12/2018,3/12/2018,0,55,0,0,11,0,2,33,0,2,0,0,0,4,0,0,7,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,18,0,0,0,0,38,2
2018-W50,9/12/2018,15/12/2018,10/12/2018,0,21,0,0,12,0,7,40,0,0,0,0,0,5,0,0,4,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,28,6,0,0,0,40,1
2018-W51,16/12/2018,22/12/2018,17/12/2018,0,32,0,0,0,0,8,35,0,0,0,0,1,3,5,0,9,2,0,0,1,0,0,0,0,2,0,4,0,0,0,0,27,9,0,0,0,7,4
2018-W52,23/12/2018,29/12/2018,24/12/2018,0,46,0,0,4,0,7,0,2,2,0,0,3,7,10,0,5,3,0,0,2,4,0,0,0,2,0,6,0,0,0,0,30,13,0,0,0,11,4
2019-W01,30/12/2018,5/1/2019,31/12/2018,6,79,0,0,2,0,10,0,0,2,0,0,1,10,18,0,9,3,0,0,2,0,0,0,0,0,0,7,0,0,0,0,33,14,0,0,0,3,4
2019-W02,6/1/2019,12/1/2019,7/1/2019,3,105,0,0,0,0,14,2,2,5,0,0,5,17,34,0,16,3,0,0,4,0,4,0,0,8,0,0,0,0,0,0,43,16,0,0,0,4,9
2019-W03,13/1/2019,19/1/2019,14/1/2019,6,152,3,0,4,0,21,2,2,0,0,4,13,35,38,0,36,4,0,0,8,2,2,0,5,15,0,0,3,0,0,0,64,20,0,1,0,10,19
2019-W04,20/1/2019,26/1/2019,21/1/2019,0,183,0,0,0,0,23,2,6,0,0,0,13,46,43,0,50,9,0,0,14,2,10,2,2,17,0,3,3,0,0,0,81,24,0,4,0,18,19
2019-W05,27/1/2019,2/2/2019,29/1/2019,4,214,0,0,4,2,34,8,16,6,0,5,7,58,0,0,42,5,0,0,18,3,4,0,0,27,0,9,0,1,1,0,86,29,0,0,0,24,31
2019-W06,3/2/2019,9/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-W07,10/2/2019,16/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-W08,17/2/2019,23/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-W09,24/2/2019,2/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-W10,3/3/2019,9/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-W11,10/3/2019,16/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-W12,17/3/2019,23/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-W13,24/3/2019,30/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
